bookID,average_rating,num_pages,ratings_count,main_author,parent_publisher
24220,4.07,378,3409,Lewis Carroll,Penguin
24221,4.02,207,226,Lewis Carroll,Candlewick
24223,3.97,336,824,Sun Tzu,Ballantine
24244,4.08,448,45274,Michael Connelly,Vision
24248,3.71,377,8284,Anne Stuart,Mira
24249,3.87,769,7919,J.V. Jones,or
24253,3.77,284,644,Stan Jones,Soho
24255,3.83,417,18,Andrei Codrescu,Black
24257,4.06,128,911,Friedrich Nietzsche,Nonsuch
24270,3.59,192,258,James Lincoln Collier,Yearling
24271,3.8,208,17160,David Almond,Laurel
24273,3.61,128,42,David Almond,Hodder
24281,4.17,1260,728,Victor Hugo,Modern
24283,4.3,400,4917,Victor Hugo,Ballantine
24284,4.17,1480,8004,Victor Hugo,Everyman's
24288,4.28,112,554,Monica Kulling,Random
24296,4.04,182,235,Kate DiCamillo,Candlewick
24297,3.69,234,2566,Avi,Little
24298,3.55,250,180,Elizabeth Stuart Phelps,Rutgers
24300,3.96,163,6894,Avi,Scholastic
24304,3.99,256,1110,Avi,HarperCollins
24305,3.79,176,3695,Avi,HMH
24307,3.96,128,1072,Anne Mazer,Scholastic
24308,3.96,144,975,Anne Mazer,Scholastic
24309,3.88,144,595,Anne Mazer,Scholastic
24312,4.05,144,460,Anne Mazer,urtleback
24315,3.96,112,120,Anne Mazer,Scholastic
24316,3.89,112,223,Anne Mazer,Scholastic
24330,3.97,97,23,Anne Mazer,urtleback
24335,4.08,252,63915,E.B. White,HarperCollins
24337,3.98,232,364091,Gail Carson Levine,Scholastic
24345,3.26,128,66,Peter David,DC
24346,3.94,240,238,Aristotle,Focus
24374,4.41,98,4687,Harold Bloom,Chelsea
24378,4.02,236,38,Nicholas Wright,Nick
24379,4.02,192,17,Nicholas Wright,Nick
24381,4.26,1016,341,Philip Pullman,Hippo/Scholastic
24384,4.02,134,55747,George Selden,Yearling
24394,3.73,242,162,Sylvia Cassedy,HarperCollins
24403,4.17,144,4107,Billy Collins,Random
24406,4.2,61,542,Billy Collins,University
24414,4.09,543,354,David Poyer,St.
24424,3.72,288,183,Tamara Thorne,Pinnacle
24431,4.27,453,43090,Tamora Pierce,Scholastic
24438,3.75,208,134,Masakazu Katsura,VIZ
24441,3.54,351,9326,Orson Scott Card,or
24442,4.33,429,194,Michael R. Phillips,Bethany
24450,3.48,248,4002,Barbara Ehrenreich,St.
24455,3.97,410,2126,Barbara Ehrenreich,Anchor
24457,3.91,292,331,Barbara Ehrenreich,Harper
24459,3.96,448,111,Marcus Tullius Cicero,Harvard
24472,3.6,273,37411,Lisa See,Random
24473,3.9,510,2949,Lisa Jackson,Zebra
24475,3.85,374,14639,Chuck Klosterman,Scribner
24476,3.8,288,12448,Chuck Klosterman,Scribner
24478,4.11,156,114,Jon M. Gibson,Chronicle
24497,4.02,512,456,Anne Macdonald,Ballantine
24510,3.81,289,103,Tom Hodgkinson,Harpercollins
24517,3.73,264,69,D.B. Wyndham-Lewis,NYRB
24520,4.7,6576,1338,Patrick O'Brian,W.
24521,4.35,281,5325,Patrick O'Brian,W.
24524,3.99,144,2194,Patrick O'Brian,W.
24525,4.36,304,6025,Patrick O'Brian,W.
24526,4.38,262,2375,Patrick O'Brian,W.
24546,4.1,294,264,Terry Gilliam,Faber
24562,3.52,238,11,Terry Gilliam,Rowman
24565,4.44,384,1212,Graham Chapman,Pantheon
24566,4.08,368,70,Graham Chapman,St.
24568,4.38,352,3172,Graham Chapman,Pantheon
24569,3.6,384,2835,Herbert Asbury,Basic
24572,3.62,364,95,Herbert Asbury,Basic
24580,4.08,520,33489,Mark Twain,Signet
24581,3.91,224,1507,Mark Twain,Sterling
24583,3.91,244,667590,Mark Twain,Penguin
24589,4.0,208,162,Teresa Edgerton,Ace
24601,4.3,118,7792,Charles Baudelaire,New
24603,4.3,307,267,Walter Benjamin,Belknap
24604,4.35,304,569,Charles Baudelaire,Dover
24605,3.93,88,751,Charles Baudelaire,Hesperus
24606,3.73,128,217,Charles Baudelaire,Dover
24607,3.96,310,639,Charles Baudelaire,Phaidon
24612,3.77,240,217,Voltaire,Larousse
24614,4.23,35,708,Epictetus,Hackett
24617,4.23,96,171,Epictetus,HarperOne
24620,4.34,576,110,Epictetus,Harvard
24626,3.82,163,464,Mollie Hunter,HarperCollins
24634,3.93,192,100,Nigel Tranter,Neil
24636,3.7,288,12,Walter Scott,Cumberland
24647,4.0,262,425,Roger Lancelyn Green,Puffin
24655,4.39,154,3485,Ingri d'Aulaire,New
24657,4.2,276,116,Kevin Crossley-Holland,Penguin
24658,4.17,180,8625,Snorri Sturluson,Penguin
24660,3.83,224,443,Galina Krasskova,New
24666,4.05,160,43,Barbara Leonie Picard,Oxford
24671,3.84,505,5942,Robert Ludlum,St.
24674,3.64,360,2260,Rosalind Miles,Broadway
24676,4.11,180,382,Tristan Taormino,Cleis
24682,4.35,48,969,Dr. Seuss,HarperCollinsChildren’sBooks
24686,3.94,116,3983,Emily Jenkins,Schwartz
24692,4.04,448,273,Andrew Delbanco,Vintage
24703,3.77,288,3314,Jane Leslie Conly,HarperCollins
24704,3.54,272,662,Jane Leslie Conly,HarperCollins
24711,3.95,256,5645,Sue Monk Kidd,HarperOne
24723,3.42,340,4094,T. Coraghessan Boyle,Viking
24724,3.85,497,10333,T. Coraghessan Boyle,Penguin
24725,3.82,304,1193,T. Coraghessan Boyle,Penguin
24727,3.64,384,2098,T. Coraghessan Boyle,Penguin
24729,3.86,303,1253,T. Coraghessan Boyle,Penguin
24733,3.96,240,605,T. Coraghessan Boyle,Penguin
24736,4.01,480,3270,T. Coraghessan Boyle,Penguin
24737,3.94,224,34,T. Coraghessan Boyle,Viking
24739,3.94,240,1038,T. Coraghessan Boyle,Penguin
24751,3.94,240,1065,T. Coraghessan Boyle,Penguin
24761,3.82,343,16434,Madeleine L'Engle,Laurel
24763,3.58,256,10390,Scott Westerfeld,Razorbill
24765,3.77,384,151825,Scott Westerfeld,Simon
24767,3.89,439,17135,Scott Westerfeld,Harper
24768,3.85,370,211060,Scott Westerfeld,Simon
24769,3.85,384,14798,Scott Westerfeld,Eos
24770,3.86,425,516152,Scott Westerfeld,Simon
24771,3.51,290,444,Scott Westerfeld,Running
24775,3.19,186,1048,Philip Pullman,Young
24777,3.5,256,1712,Philip Pullman,Yearling
24779,4.08,174,30401,Lloyd Alexander,Square
24780,3.99,190,64278,Lloyd Alexander,Square
24781,4.25,253,48088,Lloyd Alexander,Square
24782,4.14,222,34770,Lloyd Alexander,Square
24783,3.92,184,4222,Lloyd Alexander,Firebird
24784,4.13,182,53962,Lloyd Alexander,Square
24785,3.93,98,3637,Lloyd Alexander,Square
24786,4.22,281,83,Michael O. Tunnell,Henry
24787,4.24,752,89,Lloyd Alexander,Dutton
24788,3.88,150,571,Lloyd Alexander,Puffin
24796,3.76,677,16324,Isabel Allende,HarperLargePrint
24800,4.1,705,97710,Mark Z. Danielewski,Random
24804,4.18,304,3192,Silas House,Ballantine
24807,3.82,255,12002,John Hodgman,Penguin
24812,4.82,1456,32213,Bill Watterson,Andrews
24813,4.63,208,49122,Bill Watterson,Andrews
24814,4.76,176,23875,Bill Watterson,Andrews
24816,4.72,176,15365,Bill Watterson,Andrews
24818,4.69,176,20308,Bill Watterson,Andrews
24819,4.63,208,303,Bill Watterson,ime
24820,4.71,96,3613,Bill Watterson,Andrews
24827,3.74,370,2192,Richard Paul Russo,Ace
24828,3.21,384,22,Richard Paul Russo,Ace
24832,4.14,186,89,Ray Bradbury,Bantam
24835,4.09,756,5911,John Barth,Atlantic
24836,4.03,442,1933,John Barth,Anchor
24840,3.73,308,1775,John Barth,Mariner
24842,3.81,772,212,John Barth,Dalkey
24850,3.79,288,797,Harry Crews,ouchstone
24858,4.2,251,229,Hermann Hesse,Le
24863,4.13,256,28,Hermann Hesse,Dover
24865,4.06,364,3217,S.M. Stirling,Baen
24866,3.92,298,8100,Anne McCaffrey,Del
24875,3.85,176,3423,William Sleator,Puffin
24878,3.87,144,269,William Sleator,Puffin
24880,3.5,252,570,William Sleator,Harry
24881,3.83,208,846,William Sleator,Puffin
24884,3.68,154,484,William Sleator,Puffin
24885,3.72,176,230,William Sleator,Puffin
24887,3.64,224,355,William Sleator,Firebird
24888,3.68,161,1683,William Sleator,Harry
24889,3.65,96,548,William Sleator,Starscape
24898,3.62,160,86,William Sleator,Dutton
24899,3.88,200,2115,William Sleator,Hodder
24904,4.24,32,2256,Russell Hoban,Harper
24905,4.02,240,256,Russell Hoban,Bloomsbury
24908,4.29,32,307,Russell Hoban,David
24910,3.83,304,3178,E.L. Doctorow,Plume
24914,3.8,363,8266,E.L. Doctorow,Random
24917,4.29,658,17,E.L. Doctorow,Wings
24920,3.4,195,4760,Jonathan Franzen,Farrar
24922,3.89,397,540,John Kennedy Toole,Penguin
24923,3.89,338,1561,John Kennedy Toole,Penguin
24925,3.89,462,70,John Kennedy Toole,Quinteto
24929,2.82,340,13152,Gregory Maguire,William
24930,3.64,132,433,Gregory Maguire,Clarion
24933,3.52,224,111,Gregory Maguire,HarperCollins
24937,4.18,192,49109,David Cote,Hachette
24939,3.8,359,2209,Victoria Alexander,Avon
24942,4.02,438,1583,Errol Flynn,Aurum
24944,4.14,215,60,Roald Dahl,Bantam
24945,4.14,224,252,Roald Dahl,Puffin
24951,4.09,208,20,Roald Dahl,Heinemann
24953,4.09,256,107,Roald Dahl,Jonathan
24956,3.6,208,168,Michael Hanlon,Palgrave
24958,4.28,786,266,Susan Cooper,Puffin
24964,4.2,524,1807,Søren Kierkegaard,Princeton
24965,4.0,160,14185,Søren Kierkegaard,Penguin
24968,4.23,420,4731,Søren Kierkegaard,Princeton
24970,4.17,640,6405,Søren Kierkegaard,Penguin
24978,3.67,99,1442,Connie Willis,Subterranean
24979,3.9,336,1681,Connie Willis,Bantam
24980,3.52,245,3542,Connie Willis,Bantam
24982,3.51,149,1240,Connie Willis,Spectra
24984,3.69,780,7331,Connie Willis,Bantam
24985,3.92,248,9419,Connie Willis,Spectra
25002,3.88,96,19,Roland Barthes,Hill
25005,3.62,296,71,Anthony Grafton,Belknap
25012,3.75,320,72,Girolamo Cardano,NYRB
25013,3.78,419,5413,Simon Winchester,Harper
25014,3.82,329,10452,Simon Winchester,Perennial
25015,3.92,416,1398,Simon Winchester,Picador
25016,3.79,400,1209,Simon Winchester,Harper
25017,3.87,464,15680,Simon Winchester,Harper
25021,3.81,256,91,Thomas Cahill,Sceptre
25023,4.19,288,200,Darina Allen,Kyle
25025,3.97,377,210,James Graham Leyburn,University
25027,4.05,128,29,Ashley Shannon,Running
25032,4.12,160,3686,Juliette Aristides,Watson-Guptill
25033,4.45,223,113,Juliette De Bairacli Levy,Ash
25034,4.31,368,106,Juliette De Bairacli Levy,Faber
25037,4.19,448,207,Juliette Benzoni,Ediciones
25041,3.98,80,123,James Preller,Scholastic
25044,3.75,80,104,James Preller,Scholastic
25045,3.92,80,227,James Preller,Scholastic
25047,3.83,80,162,James Preller,Scholastic
25048,3.92,112,101,James Preller,Scholastic
25050,3.81,80,327,James Preller,Scholastic
25051,4.16,128,48919,Betty MacDonald,HarperCollins
25052,4.16,192,13359,Betty MacDonald,HarperCollins
25053,4.24,125,14745,Betty MacDonald,HarperCollins
25055,4.46,392,922,Betty MacDonald,HarperCollins
25059,3.9,661,8963,David Brin,Spectra
25060,3.74,432,46,Jay McInerney,Bloomsbury
25061,3.85,304,2506,Colum McCann,Picador
25065,3.84,446,196,Roberta Gellis,Pinnacle
25069,3.77,192,68,Jay McInerney,Editions
25074,3.49,196,762,Jay McInerney,Bloomsbury
25078,4.25,272,15923,Jonathan Kozol,Harper
25083,3.81,320,3090,Dan Savage,Penguin
25084,3.85,352,900,Dan Savage,Penguin
25099,4.44,232,63599,Neil Gaiman,Vertigo
25100,4.24,111,84421,Neil Gaiman,DC
25101,4.54,217,50951,Neil Gaiman,Vertigo
25102,4.43,192,43065,Neil Gaiman,Vertigo
25103,4.47,160,36629,Neil Gaiman,Vertigo
25104,4.52,191,37038,Neil Gaiman,Vertigo
25106,4.45,263,40736,Neil Gaiman,DC
25109,4.28,688,2061,J. Anthony Lukas,Vintage
25112,3.74,40,98,Molly Bang,Blue
25118,4.16,560,664,William Cronon,W.
25120,3.61,245,187,Sandra Balzo,Five
25129,4.26,348,139,James J. Gibson,Psychology
25148,3.55,304,10655,Arthur Nersesian,MTV
25150,3.18,384,245,Alexandra Robbins,Hyperion
25152,4.32,208,12618,Junji Ito,Viz
25153,4.33,208,7275,Junji Ito,Viz
25154,4.27,250,6790,Junji Ito,Viz
25170,3.64,342,2612,Martha Grimes,Viking
25171,3.6,391,2628,Martha Grimes,Signet
25172,3.94,320,3861,Martha Grimes,Onyx
25173,3.5,368,1158,Martha Grimes,Berkley
25174,3.96,320,3542,Martha Grimes,Onyx
25175,4.04,310,6046,Martha Grimes,Onyx
25176,3.99,272,14812,Martha Grimes,Berkley
25177,3.93,334,2884,Martha Grimes,NAL
25179,4.05,592,86159,Craig Thompson,op
25190,3.71,238,23970,A.N. Roquelaure,Penguin
25191,3.89,165,7081,Kenzaburō Ōe,Grove
25192,3.86,276,44,Kenzaburō Ōe,Marion
25198,3.69,272,282,Kenzaburō Ōe,Atlantic
25200,4.08,201,17485,Shūsaku Endō,aplinger
25201,3.92,216,1567,Shūsaku Endō,New
25210,3.79,128,47,Shūsaku Endō,uttle
25216,4.2,224,421,Hiroki Endo,Dark
25225,3.96,272,1689,Shūsaku Endō,New
25226,3.87,139,1538,Natalie Babbitt,Farrar
25241,3.82,480,2762,Georg Wilhelm Friedrich Hegel,Dover
25242,3.65,95,451,Georg Wilhelm Friedrich Hegel,Pearson
25244,3.86,368,71,Georg Wilhelm Friedrich Hegel,Harper
25245,3.76,106,1088,Georg Wilhelm Friedrich Hegel,Hackett
25246,3.86,131,1141,Peter Singer,Oxford
25248,3.87,569,2882,Georg Wilhelm Friedrich Hegel,Cambridge
25257,4.3,250,16,James Krüss,Carlsen
25260,3.45,256,66,Laurence Yep,HarperCollins
25268,3.75,208,206,Laurence Yep,HarperCollins
25278,3.61,288,437,Laurence Yep,HarperCollins
25279,3.67,352,1845,Laurence Yep,HarperCollins
25282,3.83,32,39,Laurence Yep,roll
25286,3.93,32,355,Laurence Yep,HarperCollins
25295,4.03,379,17274,Richard A. Knaak,Wizards
25296,3.97,561,7525,Juliet Marillier,or
25299,3.82,314,200,Andrew James McLean,John
25307,4.12,310,16918,Reza Aslan,Random
25319,4.08,352,1646,George MacDonald Fraser,Anchor
25320,4.18,608,9721,David Weber,Baen
25321,3.82,432,1334,Kevin Crossley-Holland,Scholastic
25329,3.58,272,356,Richard B. Lee,Wadsworth
25332,3.82,240,348,Kei Ohishi,Dark
25344,3.96,240,1380,Anthony E. Wolf,Farrar
25347,3.58,350,11519,Anne Rice,Ballantine
25348,4.05,224,1506,Steven C. Hayes,New
25349,4.22,352,1223,Carol Stock Kranowitz,archerPerigee
25350,3.93,224,58756,C.S. Lewis,HarperCollins
25352,3.51,210,4160,Danielle Steel,Delacorte
25353,4.05,144,195,Deborah Hopkinson,Orchard
25355,4.05,320,226,Dan Nadel,Abrams
25359,4.22,352,148,Carol Stock Kranowitz,Perigee
25363,3.92,190,88,Satosumi Takaguchi,okyoPop
25365,3.92,400,18671,Natsuo Kirino,Vintage
25367,3.81,453,104,Natsuo Kirino,Bertrand
25372,3.49,215,117,David Levithan,Random
25373,3.71,183,65091,Rachel Cohn,Alfred
25375,3.32,128,164,Neil Strauss,It
25376,3.7,240,2208,Mystery,St.
25378,4.16,431,28405,Neil Strauss,Dey
25379,3.89,269,78,Marilyn Manson,Denoël
25395,4.35,56,26,Rick Warren,Vida
25401,3.6,352,3704,Jostein Gaarder,Phoenix
25403,3.92,151,12162,Jostein Gaarder,Phoenix
25406,3.92,518,4399,Jostein Gaarder,Farrar
25407,3.67,167,70,Jostein Gaarder,Farrar
25409,3.84,240,1227,Amartya Sen,W.
25419,4.02,274,8632,Esmeralda Santiago,Vintage
25431,4.1,144,65,John Perkins,Destiny
25433,3.84,104,17,John Perkins,Healing
25435,4.35,219,767,John M. Perkins,Regal
25440,4.05,144,621,Mira Nair,Newmarket
25444,4.37,838,173,Robert Penn Warren,LSU
25449,3.73,424,95,Robert Penn Warren,University
25457,3.17,24,42,Jimmy Carter,Crown
25458,3.83,640,247,Jimmy Carter,University
25460,4.04,370,86290,Barbara Kingsolver,HarperCollins
25463,3.89,244,78,John F. Nash,Princeton
25473,3.66,250,1030,Robert C. O'Brien,Simon
25489,4.21,576,2102,Erich Fromm,Holt
25491,4.24,301,7201,Erich Fromm,Holt
25492,4.09,144,2464,Erich Fromm,Bloomsbury
25494,4.17,272,1437,Erich Fromm,Routledge
25495,4.02,126,865,Erich Fromm,Yale
25510,4.18,754,120,David H. Chilton,Dominion
25516,3.28,189,99,Laura Esquivel,Atria
25517,3.28,191,3172,Laura Esquivel,Atria
25534,4.13,778,82,Joseph Blotner,University
25553,3.51,40,85,Stuart J. Murphy,HarperCollins
25563,3.73,230,150,Michael Craft,Kensington
25564,3.78,342,112,Michael Craft,Kensington
25565,3.85,288,80,Michael Craft,Minotaur
25566,3.91,273,111,Michael Craft,Kensington
25587,4.45,4736,1493,Winston S. Churchill,Mariner
25589,4.39,1088,438,Winston S. Churchill,Mariner
25618,4.0,74,242,John Guare,Dramatists
25623,3.73,237,1425,Jorge Bucay,Alfaguara
25652,3.98,757,1813,Mark Bittman,Broadway
25653,3.9,240,261,Mark Bittman,Broadway
25663,3.8,336,82,Samuel Hynes,Penguin
25669,3.81,246,36446,Thomas Cahill,Bantam
25672,3.92,448,13,Augustine of Hippo,Catholic
25673,3.92,1186,8754,Augustine of Hippo,Penguin
25688,4.29,773,280,Tacitus,McGraw-Hill
25689,3.99,174,4013,Tacitus,Penguin
25692,3.95,384,87,Tacitus,Harvard
25693,3.99,224,29,Tacitus,Oxford
25698,3.88,1264,21524,Adam Smith,Arlington
25701,3.88,1184,1165,Adam Smith,Modern
25707,4.14,412,213,Thomas Aquinas,Sophia
25708,4.14,167,2987,G.K. Chesterton,Image
25709,4.12,3020,2734,Thomas Aquinas,Christian
25711,3.91,841,626,Thomas Aquinas,Penguin
25713,3.86,496,238,Thomas Aquinas,Oxford
25715,3.83,224,76,Thomas Aquinas,University
25719,3.96,288,694,Anita Diamant,Scribner
25721,3.93,352,52,Anita Diamant,Schocken
25725,3.52,246,274,Lance Armstrong,Yellow
25737,4.37,624,1665,Isaac Bashevis Singer,Farrar
25741,4.61,915,23,Isaac Bashevis Singer,Library
25743,4.18,320,2040,Isaac Bashevis Singer,Farrar
25744,4.49,832,63,Isaac Bashevis Singer,Library
25752,3.63,122,25,Hilary H. Milton,Scholastic
25756,3.6,147,10,Hilary H. Milton,Franklin
25772,4.24,573,1069,William J. Bennett,Nelson
25777,4.17,506,316,Alexis de Tocqueville,Vintage
25779,4.12,402,25,Alexis de Tocqueville,University
25781,3.69,424,2530,Michael Swanwick,Avon
25788,4.07,144,192,Miyamoto Musashi,Shambhala
25789,4.07,166,926,Miyamoto Musashi,Shambhala
25790,4.27,192,9853,Alan  Lee,Houghton
25794,3.67,216,866,Kōji Suzuki,Vertical
25800,4.07,157,455,Miyamoto Musashi,Kodansha
25802,3.91,400,8615,Lauren Willig,Dutton
25803,4.04,250,352,Satoru Kannagi,Digital
25804,3.94,242,529,Satoru Kannagi,Digital
25806,4.23,416,82,Marthe Le Van,Lark
25807,3.8,116,23157,James M. Cain,Orion
25809,3.44,32,17,Laura Godwin,Disney-Hyperion
25810,3.78,318,169,Rich Wulf,Alderac
25811,4.28,240,4913,Gregory Bassham,Open
25812,3.7,371,1070,Diane Haeger,Broadway
25814,3.99,210,925,Satoru Kannagi,Digital
25815,4.26,304,419,W.G. Sebald,Vintage
25816,4.1,208,3299,Satoru Kannagi,Digital
25817,3.63,304,389,Misao Inagaki,Dark
25848,3.87,192,388,Kazuo Umezu,VIZ
25849,3.79,190,1535,Kazuo Umezu,VIZ
25850,3.87,192,366,Kazuo Umezu,VIZ
25852,3.92,192,343,Kazuo Umezu,VIZ
25853,3.98,188,724,Kazuo Umezu,VIZ
25855,3.91,192,412,Kazuo Umezu,VIZ
25863,4.09,532,202,Michael Eliot Howard,Routledge/Taylor
25866,4.16,509,790,Iraj Pezeshkzad,Modern
25868,3.84,153,176,Leo Tolstoy,Modern
25869,4.51,886,246,Abolqasem Ferdowsi,Penguin
25879,3.7,176,10,Brady Games,BradyGames
25880,4.09,192,245,Brady Games,BradyGames
25884,4.0,320,4406,Jan Guillou,Orion
25886,3.9,256,418,Huston Smith,HarperOne
25895,4.01,173,194,Huston Smith,Sentient
25905,3.85,192,8494,Hermann Hesse,Picador
25919,4.15,184,585,Yuki Shimizu,Blu
25921,3.93,192,1417,Yuki Shimizu,Blu
25922,4.32,192,582,Yuki Shimizu,Blu
25923,4.23,204,768,Yuki Shimizu,Blu
25924,4.23,192,441,Yuki Shimizu,Blu
25930,3.64,172,223,Dai Sijie,Random
25932,4.16,656,6422,Honoré de Balzac,Dodo
25933,3.99,339,1483,Honoré de Balzac,Penguin
25934,4.06,554,1546,Honoré de Balzac,Penguin
25936,3.87,48,11,Honoré de Balzac,Kessinger
25937,3.35,72,801,Honoré de Balzac,Kessinger
25941,3.87,49,10,Honoré de Balzac,Findakly
25946,3.98,336,942,Honoré de Balzac,Penguin
25955,3.94,160,12098,Marshall McLuhan,Gingko
25961,4.12,616,120,Marshall McLuhan,Gingko
25965,3.75,416,84,Michael     Lewis,Mariner
25992,4.19,408,496,Pearl S. Buck,Moyer
25993,4.17,500,101,Peter Conn,Cambridge
25996,4.04,304,1783,Pearl S. Buck,Moyer
26009,3.46,832,46,Bret Easton Ellis,KiWi
26012,3.46,537,56,Bret Easton Ellis,10/18
26023,4.06,380,28940,Jen Lancaster,NAL
26046,4.14,321,46146,Nora Roberts,Jove
26047,3.92,395,6650,Nora Roberts,Silhouette
26048,3.8,411,989,Nora Roberts,Silhouette
26049,3.8,96,6798,Nora Roberts,Jove
26050,4.0,391,37314,Nora Roberts,Putnam
26051,4.4,852,667,Nora Roberts,Putnam
26052,3.73,301,5641,Nora Roberts,Silhouette
26053,4.03,481,11035,Nora Roberts,Bantam
26054,4.09,441,11070,Nora Roberts,Mira
26055,4.11,458,9423,Nora Roberts,Mira
26064,3.61,288,2665,David Schickler,Dial
26069,3.83,280,604,Robert D. Putnam,Princeton
26075,4.1,416,50,Burton G. Malkiel,W.
26085,4.04,288,18289,Brad Meltzer,DC
26088,4.24,208,6368,Kurt Busiek,DC
26090,4.16,336,276,Deborah Bray Haddock,McGraw-Hill
26092,4.02,224,276,Margaret Peterson Haddix,Simon
26093,3.68,176,266,Milan Kundera,Harper
26097,3.66,156,9760,Milan Kundera,Harper
26101,3.87,287,14928,Milan Kundera,Faber
26123,4.0,319,13891,Martin E.P. Seligman,Vintage
26130,4.08,149,279,Robert McCloskey,Puffin
26131,3.91,672,1315,Robin Lane Fox,Basic
26133,3.9,256,109,Padraic Colum,Aladdin
26134,4.14,400,1193,Homer Hickam,Island
26146,4.36,165,3023,Viktor E. Frankl,Beacon
26147,4.36,160,1959,Viktor E. Frankl,Rider
26154,3.72,256,20,Rheta Grimsley Johnson,Pharos
26156,4.38,368,592,Chip Kidd,Pantheon
26175,4.22,636,4809,Jeff Shaara,Ballantine
26184,3.8,336,313,Kuki Gallmann,William
26187,3.89,572,5738,Dan Brown,Atria
26189,4.36,255,20,Augustine of Hippo,Fleming
26190,3.91,254,95,Hannah Arendt,University
26206,3.67,311,1725,Sarah Mlynowski,Red
26207,4.05,324,4370,Sarah Mlynowski,Delacorte
26210,3.73,310,8709,Sarah Mlynowski,Delacorte
26212,3.97,288,4863,Sarah Mlynowski,Delacorte
26214,4.1,32,462,Tomie dePaola,HMH
26216,4.08,30,89,Tomie dePaola,Holiday
26226,3.97,293,174,Janwillem van de Wetering,Soho
26229,3.57,149,39,Janwillem van de Wetering,Soho
26236,4.0,200,1292,Chiho Saito,VIZ
26237,4.05,200,1153,Chiho Saito,VIZ
26239,4.06,192,1060,Chiho Saito,VIZ
26240,4.02,168,1017,Chiho Saito,VIZ
26252,4.06,688,2481,Plotinus,Penguin
26253,4.52,464,27,Plotinus,Loeb
26254,3.92,138,42,Karl Jaspers,Harvest
26274,4.01,509,13,Frances Stonor Saunders,New
26289,3.72,358,607,Stephen W. Frey,Fawcett
26292,3.98,415,2173,Stephen W. Frey,Fawcett
26296,3.61,128,27,Carole Marsh,Gallopade
26298,3.73,145,34,Carole Marsh,Carole
26301,3.5,142,26,Carole Marsh,Carole
26321,4.29,432,57,Peter Olafson,Prima
26324,3.98,403,10327,Daniel Goleman,Bantam
26329,4.01,384,63501,Daniel Goleman,Bantam
26330,4.04,288,302,Daniel Goleman,Shambhala
26344,4.32,215,14,Yohanan Aharoni,Webster's
26348,4.08,570,9679,Margaret MacMillan,Random
26384,4.0,576,19,Xenophon,Harvard
26407,3.37,552,15,Georg Wilhelm Friedrich Hegel,McGraw-Hill
26415,4.08,384,5011,Walter Kaufmann,Plume
26417,3.8,176,631,Jean-Paul Sartre,Schocken
26420,4.0,518,961,Eric A. Meyer,O'Reilly
26422,4.59,192,8634,Hiromu Arakawa,VIZ
26425,4.57,240,2779,Makoto Inoue,VIZ
26426,4.6,192,7480,Hiromu Arakawa,VIZ
26436,3.96,576,222,Stephen G. Kochan,Sams
26438,3.85,1060,26,Walter J. Savitch,Prentice
26439,3.83,943,36,Walter J. Savitch,Addison
26447,3.76,472,57,Homer,Johns
26449,4.1,768,66,Thomas Bulfinch,Collins
26451,3.79,178,23,Janette K. Klingner,Guilford
26470,3.93,368,85,Isak Dinesen,Penguin
26471,4.11,352,332,Isak Dinesen,Vintage
26472,4.06,512,1041,Judith Thurman,Picador
26474,4.24,462,9298,Isak Dinesen,Vintage
26475,4.21,516,489,Isak Dinesen,University
26480,3.72,161,4667,Karen Hesse,Scholastic
26481,4.13,32,955,Karen Hesse,Scholastic
26482,3.82,181,6015,Karen Hesse,Scholastic
26503,3.59,372,124,Erin McKean,Mariner
26506,3.85,341,15495,Danielle Steel,Delacorte
26511,4.0,476,7407,Danielle Steel,Corgi
26522,3.97,144,243,Euripides,W.W.
26571,3.98,244,2742,Lloyd Alexander,Firebird
26573,3.74,297,59,Richard A. Knaak,Ace
26575,3.78,276,638,Richard A. Knaak,Backinprint.com
26576,3.91,372,1307,Richard A. Knaak,Wizards
26578,3.91,288,43,Richard A. Knaak,Ace
26579,3.88,292,167,Richard A. Knaak,Backinprint.com
26581,3.99,724,10891,A.N. Roquelaure,Plume
26583,3.62,233,426,A.N. Roquelaure,Plume
26586,3.97,112,400,Mary Pope Osborne,Little
26587,3.88,112,782,Mary Pope Osborne,Little
26588,4.03,128,466,Mary Pope Osborne,Random
26590,4.08,112,263,Mary Pope Osborne,Little
26591,4.05,119,1073,Mary Pope Osborne,Random
26592,4.07,128,659,Mary Pope Osborne,Random
26595,3.94,96,6816,Mary Pope Osborne,Random
26596,4.35,1136,19542,E.E. Cummings,Liveright/W.W.
26599,4.22,208,12438,E.E. Cummings,Liveright
26603,4.38,208,1206,E.E. Cummings,Liveright
26638,3.69,240,19,Dennis Slifer,Gibbs
26653,4.04,368,1789,Silas House,Ballantine
26654,3.95,320,2685,Silas House,Ballantine
26666,4.09,160,283,Beth Moore,B
26673,4.0,144,289,Garth Ennis,Marvel
26689,3.85,408,5729,C.E. Murphy,Luna
26690,4.0,408,5810,C.E. Murphy,Luna
26695,3.96,304,49,Antonio Negri,Univ
26696,3.7,271,45,Antonio Negri,Bloomsbury
26722,4.29,432,38757,Vince Flynn,Atria
26723,4.29,467,768,Vince Flynn,Pocket
26725,4.29,462,10,Vince Flynn,Center
